metascore,top_100_director,in_a_collection,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,other genre,production_cos,en,es,fr,it,de,other_spk_lng,profit,budget,revenue,popularity,runtime,age,vote_count,vote_average,views
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.014272,94.0,6.366666666666788,0.0,0.0,4.280701754385965
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.995928,80.0,66.70000000000005,11.0,6.9,4.421052631578948
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,1,0.0,0.0,0.0,1.171478,96.0,23.783333333333303,4.0,4.3,5.315789473684211
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,0.791416,95.0,26.116666666666788,5.0,5.5,3.9473684210526314
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.308298,99.0,98.70000000000005,3.0,5.7,3.8596491228070176
40.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.995223,90.0,14.616666666666788,4.0,5.5,5.035087719298246
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0.0,0.0,0.0,0.5853,150.0,20.866666666666788,6.0,5.3,3.508771929824561
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,9.702695,97.0,9.450000000000045,52.0,6.7,5.807017543859649
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.001177,0.0,83.2833333333333,0.0,0.0,5.807017543859649
64.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.786528,0.0,68.2833333333333,3.0,5.0,5.140350877192983
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.077316,0.0,9.783333333333303,2.0,4.5,4.228070175438597
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.001586,99.0,47.2833333333333,2.0,4.8,4.842105263157895
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.905996,82.0,10.283333333333303,9.0,7.5,5.859649122807017
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.338909,84.0,68.7833333333333,3.0,7.5,4.824561403508772
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.216364,78.0,13.283333333333303,3.0,5.0,4.894736842105263
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0.0,0.0,0.0,1.138369,107.0,13.283333333333303,4.0,4.0,4.631578947368421
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0.0,0.0,0.0,0.193959,81.0,89.2833333333333,4.0,4.3,3.175438596491228
40.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.499475,93.0,27.616666666666788,5.0,6.7,2.9298245614035086
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.040236,77.0,12.283333333333303,1.0,6.0,3.8771929824561404
40.0,0.0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,17000000.0,0.0,17000000.0,3.232942,79.0,7.866666666666788,14.0,5.7,4.666666666666667
40.0,0.0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.003013,159.0,47.36666666666679,3.0,4.2,4.631578947368421
40.0,0.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.76713,71.0,5.533333333333303,7.0,5.3,4.017543859649122
40.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1000000.0,1000000.0,0.0,0.306456,90.0,9.450000000000045,2.0,3.0,5.473684210526316
40.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.855032,111.0,63.36666666666679,4.0,6.5,4.56140350877193
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.815851,93.0,7.783333333333303,9.0,6.5,4.912280701754386
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0.0,0.0,0.0,0.768621,84.0,13.450000000000045,7.0,4.6,5.649122807017544
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.276738,76.0,9.616666666666788,12.0,7.5,5.508771929824562
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.105048,96.0,49.950000000000045,7.0,4.4,3.087719298245614
40.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,0.723765,79.0,84.11666666666679,3.0,7.0,6.280701754385965
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.254241,87.0,33.7833333333333,0.0,0.0,4.87719298245614
40.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.571035,90.0,20.783333333333303,3.0,4.7,4.421052631578948
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.345705,85.0,85.7833333333333,0.0,0.0,6.192982456140351
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.116528,109.0,52.950000000000045,3.0,5.5,3.017543859649123
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.342271,86.0,94.11666666666679,1.0,5.0,4.105263157894737
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.252091,117.0,11.950000000000045,7.0,5.0,5.43859649122807
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0.0,0.0,0.0,1.598814,90.0,14.700000000000045,12.0,4.7,5.543859649122807
40.0,0.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.150626,6.0,89.2833333333333,1.0,6.0,4.280701754385965
40.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0.0,0.0,3.346997,92.0,41.5333333333333,27.0,6.8,5.43859649122807
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,-30756860.0,40000000.0,9243140.0,10.10753,144.0,29.700000000000045,20.0,5.5,2.6140350877192984
40.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.346332,95.0,10.950000000000045,7.0,6.6,4.578947368421052
40.0,0.0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.448223,96.0,13.783333333333303,11.0,5.9,5.5964912280701755
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,-500000.0,500000.0,0.0,0.058838,83.0,7.283333333333303,1.0,6.0,4.421052631578948
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,2.590862,96.0,39.2833333333333,22.0,5.0,4.140350877192983
44.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0.0,0.0,0.0,8.568944,87.0,7.9500000000000455,35.0,5.0,5.175438596491228
40.0,0.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,1.204298,116.0,31.533333333333303,14.0,6.2,4.982456140350878
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.178728,80.0,63.2833333333333,3.0,2.3,4.947368421052632
40.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,3.990811,101.0,20.700000000000045,10.0,4.1,3.3333333333333335
40.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0.0,0.0,0.0,2.18722,90.0,7.866666666666788,25.0,6.7,5.649122807017544
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.63149,103.0,63.86666666666679,1.0,5.0,3.0350877192982457
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,1.695982,80.0,7.366666666666788,9.0,7.3,3.9473684210526314
91.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-30000.0,30000.0,0.0,1.062743,80.0,66.86666666666679,14.0,7.3,8.75438596491228
40.0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.301454,67.0,76.0333333333333,3.0,8.2,3.192982456140351
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-600000.0,600000.0,0.0,1.985124,95.0,9.116666666666788,23.0,4.9,4.491228070175438
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,-112.0,112.0,0.0,0.917461,113.0,52.2833333333333,2.0,6.3,3.1578947368421053
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.064841,116.0,70.7833333333333,0.0,0.0,4.017543859649122
40.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,4.522887,91.0,14.950000000000045,37.0,5.5,3.087719298245614
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.355784,92.0,36.5333333333333,10.0,7.4,7.456140350877193
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.596403,33.0,105.36666666666679,5.0,5.5,4.0701754385964914
40.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.73057,85.0,56.7833333333333,11.0,7.5,8.614035087719298
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.384003,85.0,86.20000000000005,2.0,3.5,4.5964912280701755
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.108541,86.0,87.86666666666679,3.0,7.3,5.228070175438597
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.003424,7.0,71.61666666666679,0.0,0.0,4.631578947368421
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.310636,84.0,102.61666666666679,7.0,7.6,5.701754385964913
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.645652,93.0,31.950000000000045,1.0,0.0,3.719298245614035
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-10000000.0,10000000.0,0.0,2.546359,93.0,12.700000000000045,30.0,3.9,4.421052631578948
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.194419,90.0,12.366666666666788,5.0,5.6,3.912280701754386
60.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0.0,0.0,0.0,1.817069,136.0,15.616666666666788,10.0,6.6,6.245614035087719
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,3.389921,87.0,6.4500000000000455,25.0,3.9,1.8771929824561404
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,0.729945,80.0,88.5333333333333,4.0,7.9,4.526315789473684
40.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,0.657037,85.0,21.700000000000045,9.0,5.8,4.543859649122807
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.728502,110.0,56.61666666666679,4.0,7.4,5.666666666666667
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.464685,86.0,12.533333333333303,1.0,6.0,5.298245614035087
40.0,0.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.878849,86.0,53.450000000000045,7.0,6.1,4.280701754385965
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.382091,25.0,62.61666666666679,4.0,9.0,4.2631578947368425
40.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0.0,0.0,0.0,1.350475,90.0,26.950000000000045,13.0,6.6,4.666666666666667
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,-50000.0,50000.0,0.0,1.199625,70.0,69.36666666666679,15.0,5.5,2.7017543859649122
40.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,2.212869,88.0,6.783333333333303,16.0,4.9,3.245614035087719
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.183471,52.0,56.86666666666679,4.0,7.8,6.035087719298246
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.226302,95.0,92.61666666666679,2.0,7.5,5.473684210526316
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.424595,98.0,68.20000000000005,1.0,6.0,5.543859649122807
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.150804,112.0,74.11666666666679,6.0,5.1,5.385964912280702
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,0.091895,70.0,6.9500000000000455,2.0,6.5,4.982456140350878
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.114604,97.0,8.700000000000045,2.0,10.0,6.140350877192983
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.743598,99.0,76.7833333333333,4.0,7.5,3.8947368421052633
40.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.986279,88.0,11.616666666666788,7.0,3.4,4.666666666666667
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0.0,0.0,0.0,0.274637,245.0,12.283333333333303,4.0,8.0,6.807017543859649
40.0,0.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0.0,0.0,0.0,1.603767,90.0,37.5333333333333,5.0,5.6,5.368421052631579
40.0,0.0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,1,1,0,1,0,0,0.0,0.0,0.0,8.261176,88.0,37.200000000000045,10.0,5.2,4.385964912280702
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.107106,54.0,44.61666666666679,1.0,6.5,5.578947368421052
40.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0.0,0.0,0.0,1.72106,105.0,23.200000000000045,13.0,4.4,1.8596491228070176
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.408342,99.0,73.45000000000005,17.0,6.0,4.245614035087719
40.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.880511,100.0,24.700000000000045,7.0,3.3,4.0701754385964914
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.19402,98.0,30.950000000000045,0.0,0.0,5.140350877192983
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.290042,92.0,90.95000000000005,1.0,6.0,2.017543859649123
40.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.234448,78.0,6.616666666666788,15.0,6.8,4.333333333333333
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.368542,92.0,38.61666666666679,2.0,8.0,10.859649122807017
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,173000.0,947000.0,1120000.0,0.631309,85.0,85.7833333333333,5.0,5.2,7.824561403508772
40.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32230907.0,0.0,32230907.0,11.110533,74.0,7.116666666666788,98.0,7.0,6.298245614035087
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.0,0.0,0.0,6.410191,113.0,32.200000000000045,7.0,5.4,6.298245614035087
40.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,-5000000.0,5000000.0,0.0,12.957093,119.0,6.783333333333303,621.0,7.1,6.456140350877193
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0.0,0.0,0.0,0.206748,86.0,62.700000000000045,5.0,6.2,4.473684210526316
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.316238,64.0,104.45000000000005,5.0,5.7,5.649122807017544
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0.0,0.0,0.000195,100.0,36.0333333333333,0.0,0.0,4.228070175438597
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.085867,147.0,8.283333333333303,1.0,8.0,3.736842105263158
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,1.198151,94.0,13.866666666666788,28.0,4.3,2.0350877192982457
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,1.183753,115.0,8.450000000000045,14.0,4.9,4.824561403508772
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.027563,0.0,23.450000000000045,0.0,0.0,4.7894736842105265
57.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.931286,92.0,12.616666666666788,13.0,6.2,7.631578947368421
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4.947552,91.0,8.533333333333303,18.0,5.4,5.578947368421052
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.19643,136.0,96.5333333333333,1.0,5.0,5.157894736842105
40.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0.0,0.0,0.0,8.415216,104.0,53.7833333333333,22.0,6.0,5.7894736842105265
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0066,42.0,17.116666666666788,0.0,0.0,6.105263157894737
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.069442,75.0,48.7833333333333,6.0,4.8,2.43859649122807
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.1019,1.0,121.95000000000005,2.0,4.5,4.649122807017544
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0.0,0.0,0.0,13.001155,105.0,5.9500000000000455,430.0,7.6,5.491228070175438
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,2.209843,92.0,41.86666666666679,39.0,6.6,3.2280701754385963
40.0,0.0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.359691,61.0,79.45000000000005,6.0,6.8,4.649122807017544
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-5000000.0,5000000.0,0.0,0.397297,112.0,45.86666666666679,7.0,4.7,3.192982456140351
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.126566,100.0,10.783333333333303,1.0,6.0,5.280701754385965
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.191218,51.0,39.86666666666679,6.0,7.3,6.684210526315789
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.251068,59.0,82.70000000000005,5.0,4.1,3.280701754385965
24.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.334026,100.0,9.866666666666788,10.0,4.9,3.473684210526316
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.508032,96.0,9.950000000000045,1.0,4.0,6.350877192982456
40.0,0.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,-8000000.0,8000000.0,0.0,5.024828,89.0,9.450000000000045,77.0,5.4,4.701754385964913
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.397274,91.0,58.61666666666679,5.0,6.9,6.280701754385965
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,3.867469,97.0,18.866666666666788,6.0,5.9,1.9298245614035088
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.356157,183.0,96.45000000000005,2.0,7.0,5.771929824561403
40.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0.0,0.0,0.0,0.049776,116.0,48.61666666666679,10.0,6.2,7.333333333333333
