metascore,top_100_director,in_a_collection,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science Fiction,Thriller,War,Western,other genre,production_cos,en,es,fr,it,de,other_spk_lng,profit,budget,revenue,popularity,runtime,age,vote_count,vote_average,views
40.0,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,31801389.0,16000000.0,47801389.0,8.621359,93.0,11.200000000000045,1769.0,7.7,8.526315789473685
31.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,91974557.0,65000000.0,156974557.0,12.366641,103.0,8.533333333333303,1411.0,5.9,2.6666666666666665
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,3.037224,90.0,20.200000000000045,10.0,3.3,1.5263157894736843
80.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1373585.0,7000000.0,8373585.0,11.370288,164.0,32.0333333333333,206.0,7.0,8.350877192982455
46.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,25419521.0,10200000.0,35619521.0,8.916747,93.0,13.200000000000045,464.0,5.6,0.8947368421052632
59.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,-8172582.0,8500000.0,327418.0,1.241671,105.0,20.450000000000045,22.0,6.5,3.087719298245614
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.243041,107.0,6.783333333333303,2.0,6.0,5.0701754385964914
40.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,0,1,2,-14000000.0,14000000.0,0.0,14.587894,170.0,25.366666666666788,143.0,7.5,12.017543859649123
27.0,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,-17897621.0,100000000.0,82102379.0,13.340272,104.0,16.116666666666788,833.0,4.2,1.3508771929824561
88.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0.0,0.0,0.0,8.824282,155.0,45.950000000000045,87.0,7.8,8.56140350877193
41.0,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,6,1,0,0,0,0,0,105446362.0,50000000.0,155446362.0,9.806904,121.0,11.450000000000045,1528.0,5.9,2.754385964912281
47.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5411183.0,25000000.0,30411183.0,13.083718,108.0,16.366666666666788,844.0,6.3,4.7894736842105265
58.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,21202829.0,0.0,21202829.0,5.511557,134.0,40.2833333333333,97.0,6.0,3.5964912280701755
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0.0,0.0,0.0,3.722295,96.0,23.450000000000045,55.0,6.6,6.5964912280701755
70.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,-14000000.0,14000000.0,0.0,7.703645,107.0,21.616666666666788,21.0,6.2,6.2105263157894735
51.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,-6500000.0,9000000.0,2500000.0,14.304205,98.0,51.86666666666679,149.0,5.7,4.298245614035087
85.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,14004565.0,3800000.0,17804565.0,10.083019,122.0,12.950000000000045,68.0,6.6,13.473684210526315
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0.0,0.0,0.0,4.562074,110.0,74.5333333333333,113.0,7.6,11.280701754385966
40.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,2.745571,89.0,31.533333333333303,33.0,4.1,0.42105263157894735
43.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,574623.0,1000000.0,1574623.0,18.847707,66.0,16.116666666666788,103.0,5.1,1.7017543859649122
40.0,0.0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,23063435.0,25000000.0,48063435.0,7.881107,108.0,26.116666666666788,140.0,5.4,5.4035087719298245
53.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,4.771107,121.0,31.700000000000045,55.0,5.9,4.631578947368421
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-2000000.0,2000000.0,0.0,7.478007,97.0,13.116666666666788,165.0,7.3,8.982456140350877
40.0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,5.862098,113.0,43.36666666666679,34.0,5.8,2.1403508771929824
45.0,0.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,1,2165608.0,20000000.0,22165608.0,6.679168,92.0,13.866666666666788,165.0,5.0,0.6842105263157895
70.0,0.0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,4,9500461.0,37931000.0,47431461.0,1.562471,77.0,29.783333333333303,303.0,6.6,4.333333333333333
64.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,-53000000.0,53000000.0,0.0,5.956794,93.0,13.450000000000045,578.0,5.9,3.6140350877192984
67.0,1.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,2,8377151.0,16000000.0,24377151.0,6.493474,91.0,12.950000000000045,876.0,7.1,8.140350877192983
40.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,5.306121,94.0,10.866666666666788,276.0,6.0,1.4912280701754386
66.0,0.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,-29504697.0,30000000.0,495303.0,12.130803,84.0,13.950000000000045,681.0,6.3,4.912280701754386
69.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,4.016473,141.0,18.200000000000045,10.0,6.0,5.385964912280702
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,3.465337,84.0,23.783333333333303,12.0,6.8,6.052631578947368
69.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,7.488481,100.0,13.033333333333303,18.0,6.4,9.631578947368421
46.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,2,63244290.0,50000000.0,113244290.0,9.91556,92.0,12.616666666666788,1009.0,6.4,3.807017543859649
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.0,0.0,0.0,7.300676,109.0,64.2833333333333,26.0,6.7,6.192982456140351
42.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-4649226.0,9000000.0,4350774.0,8.888278,79.0,26.366666666666788,42.0,6.0,3.3684210526315788
40.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.066454,89.0,57.0333333333333,17.0,6.1,3.1403508771929824
68.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,193340800.0,15000.0,193355800.0,12.706424,86.0,12.950000000000045,1351.0,5.9,3.43859649122807
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.285404,75.0,17.616666666666788,6.0,6.7,5.771929824561403
40.0,0.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,1,1,-13329312.0,27000000.0,13670688.0,7.436001,80.0,25.783333333333303,178.0,6.2,2.017543859649123
40.0,0.0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,-23012437.0,55000000.0,31987563.0,10.519481,117.0,23.616666666666788,136.0,5.3,3.3684210526315788
74.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,3,33231264.0,0.0,33231264.0,6.885359,110.0,13.533333333333303,174.0,6.5,7.824561403508772
48.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,1374595.0,16000000.0,17374595.0,6.918821,112.0,39.2833333333333,153.0,6.2,4.298245614035087
68.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,305000141.0,13000000.0,318000141.0,14.90169,112.0,7.116666666666788,3169.0,7.4,7.7894736842105265
66.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,1,4422261.0,15000000.0,19422261.0,9.643538,110.0,7.9500000000000455,1224.0,6.7,5.964912280701754
40.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7400000.0,3000000.0,10400000.0,6.409512,146.0,60.200000000000045,41.0,7.3,8.368421052631579
40.0,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,8.172132,97.0,21.283333333333303,178.0,6.8,7.9298245614035086
54.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-668424.0,700000.0,31576.0,2.819298,77.0,13.533333333333303,36.0,5.9,3.6491228070175437
91.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,9100000.0,3500000.0,12600000.0,5.316387,116.0,48.2833333333333,162.0,7.2,6.807017543859649
60.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.807425,100.0,16.450000000000045,11.0,7.1,6.192982456140351
63.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5126264.0,0.0,5126264.0,4.421311,92.0,18.450000000000045,79.0,6.9,9.596491228070175
55.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,1,0,0,0,0,-60000000.0,60000000.0,0.0,8.975439,135.0,16.783333333333303,162.0,6.1,3.3684210526315788
48.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,140663859.0,75000000.0,215663859.0,6.548229,124.0,19.700000000000045,287.0,5.9,4.982456140350878
79.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,-24099751.0,90000000.0,65900249.0,9.224494,132.0,13.866666666666788,532.0,6.7,6.614035087719298
40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,25205460.0,0.0,25205460.0,3.245911,102.0,33.5333333333333,45.0,6.0,4.017543859649122
63.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,-18000000.0,18000000.0,0.0,5.433934,87.0,10.950000000000045,323.0,5.9,5.701754385964913
40.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0.0,0.0,0.0,0.889252,91.0,78.2833333333333,5.0,4.4,2.087719298245614
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,0,2,8212430.0,0.0,8212430.0,11.331859,106.0,9.866666666666788,282.0,8.1,16.210526315789473
57.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,7.29506,127.0,60.5333333333333,79.0,6.6,9.456140350877194
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,1,300653.0,0.0,300653.0,5.001997,149.0,34.2833333333333,87.0,7.2,10.87719298245614
79.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,1,0,1,0,0,2,-7000000.0,7000000.0,0.0,13.594992,123.0,6.7000000000000455,585.0,7.2,9.596491228070175
40.0,1.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0.0,0.0,0.0,6.583984,125.0,44.2833333333333,181.0,7.7,7.578947368421052
40.0,1.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,-4000000.0,4000000.0,0.0,4.713259,144.0,45.0333333333333,90.0,8.0,13.087719298245615
65.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,-7200000.0,7200000.0,0.0,4.326838,113.0,9.950000000000045,94.0,6.6,7.56140350877193
40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,-780000.0,780000.0,0.0,2.788831,88.0,29.783333333333303,32.0,5.8,0.631578947368421
31.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,8093651.0,8000000.0,16093651.0,0.863547,93.0,31.200000000000045,20.0,5.6,0.40350877192982454
30.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,18771174.0,15000000.0,33771174.0,5.833133,120.0,20.366666666666788,159.0,6.9,5.7894736842105265
39.0,0.0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-1481903.0,24000000.0,22518097.0,5.429614,100.0,27.950000000000045,90.0,5.6,1.4736842105263157
87.0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,1.791587,80.0,56.7833333333333,22.0,6.3,4.421052631578948
67.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,-16000000.0,16000000.0,0.0,7.919299,115.0,28.700000000000045,207.0,7.0,5.228070175438597
40.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.152591,87.0,21.616666666666788,15.0,6.4,4.526315789473684
61.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2066225.0,1500000.0,3566225.0,7.081404,104.0,7.116666666666788,348.0,5.5,3.719298245614035
43.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,4,1,0,0,0,1,1,0.0,0.0,0.0,4.475177,114.0,22.533333333333303,29.0,5.7,3.245614035087719
40.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,2.479383,93.0,86.2833333333333,19.0,6.3,8.631578947368421
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,12156000.0,1344000.0,13500000.0,3.306745,134.0,78.20000000000005,47.0,6.7,7.859649122807017
73.0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,1,0,1,0,0,1,-5000000.0,5000000.0,0.0,5.213648,133.0,11.366666666666788,198.0,7.0,5.824561403508772
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.0,0.0,0.0,1.296912,94.0,25.283333333333303,5.0,7.4,5.192982456140351
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,2.055833,104.0,39.36666666666679,21.0,5.5,3.2982456140350878
82.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,10.636074,111.0,37.5333333333333,81.0,7.0,12.210526315789474
65.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,0,-16997242.0,47000000.0,30002758.0,10.642824,99.0,17.783333333333303,378.0,5.9,4.2631578947368425
73.0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,24625550.0,14000000.0,38625550.0,11.183924,74.0,34.11666666666679,334.0,6.9,4.719298245614035
40.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6097767.0,12716953.0,18814720.0,6.183021,113.0,23.616666666666788,129.0,6.2,3.6491228070175437
53.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,-7709024.0,24000000.0,16290976.0,7.531668,87.0,21.116666666666788,94.0,5.8,4.0
40.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,13651656.0,0.0,13651656.0,0.695382,38.0,19.533333333333303,2.0,5.0,1.9298245614035088
56.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,-233381.0,70000000.0,69766619.0,11.8027,122.0,12.950000000000045,258.0,6.4,5.649122807017544
71.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,17,1,0,0,0,1,2,5193068.0,21000000.0,26193068.0,7.440511,145.0,13.950000000000045,288.0,7.2,12.789473684210526
40.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,121.0,0.0,121.0,4.249695,94.0,92.95000000000005,155.0,7.9,11.12280701754386
58.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,-2100583.0,17000000.0,14899417.0,6.590093,98.0,11.200000000000045,189.0,6.7,9.140350877192983
27.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,15614000.0,0.0,15614000.0,5.506354,87.0,17.450000000000045,145.0,5.0,1.8596491228070176
90.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0,1,1,1,1,0.0,0.0,0.0,5.902126,160.0,20.950000000000045,41.0,6.7,6.175438596491228
40.0,0.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0.0,0.0,0.0,9.217935,120.0,20.950000000000045,91.0,6.1,3.017543859649123
40.0,0.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29200000.0,9000000.0,38200000.0,3.336115,103.0,41.200000000000045,26.0,6.7,9.157894736842104
53.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15554533.0,30000000.0,45554533.0,7.023414,77.0,20.533333333333303,146.0,6.3,2.0701754385964914
40.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,147214049.0,0.0,147214049.0,9.322717,87.0,28.366666666666788,425.0,5.6,1.3859649122807018
23.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-11627590.0,24000000.0,12372410.0,3.69298,107.0,20.366666666666788,51.0,4.7,0.9649122807017544
46.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,52913171.0,40000000.0,92913171.0,9.524283,96.0,16.450000000000045,1007.0,6.4,4.43859649122807
70.0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,12368234.0,0.0,12368234.0,6.872888,102.0,56.200000000000045,115.0,7.2,10.017543859649123
66.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,0,0,1,0,0.0,0.0,0.0,3.900543,116.0,40.200000000000045,51.0,5.2,1.543859649122807
64.0,1.0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-20000000.0,20000000.0,0.0,9.126162,114.0,39.700000000000045,157.0,5.3,2.912280701754386
40.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,8800000.0,0.0,8800000.0,2.132858,115.0,31.450000000000045,26.0,5.8,2.824561403508772
48.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,39024251.0,0.0,39024251.0,5.861032,110.0,30.033333333333303,135.0,6.1,1.1228070175438596
65.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,-6000000.0,6000000.0,0.0,14.454722,86.0,17.283333333333303,211.0,6.8,7.0701754385964914
50.0,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,-2175862.0,2500000.0,324138.0,8.309635,96.0,9.950000000000045,446.0,6.6,4.473684210526316
55.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,75778934.0,4800000.0,80578934.0,12.093928,94.0,15.616666666666788,913.0,5.7,2.175438596491228
40.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,103243066.0,15000000.0,118243066.0,5.886769,89.0,26.700000000000045,175.0,5.0,1.0350877192982457
48.0,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,107855065.0,65000000.0,172855065.0,5.205729,104.0,17.866666666666788,303.0,5.5,1.719298245614035
40.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0.0,0.0,0.0,6.489852,205.0,53.700000000000045,139.0,8.0,10.824561403508772
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0.0,0.0,0.0,5.05806,91.0,24.950000000000045,23.0,5.7,2.1052631578947367
40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,6.146452,93.0,23.616666666666788,28.0,4.1,0.8070175438596491
24.0,0.0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,-20000000.0,20000000.0,0.0,8.962892,93.0,24.116666666666788,60.0,3.6,2.8596491228070176
40.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.513391,99.0,24.700000000000045,6.0,7.5,7.824561403508772
41.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0.0,0.0,0.0,2.943911,95.0,23.783333333333303,7.0,5.0,3.8771929824561404
68.0,1.0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-11000000.0,11000000.0,0.0,5.259089,121.0,41.450000000000045,146.0,7.3,6.87719298245614
78.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,-1590000.0,1590000.0,0.0,7.773354,96.0,76.61666666666679,112.0,7.3,10.070175438596491
40.0,1.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0.0,0.0,0.0,2.54637,134.0,77.36666666666679,26.0,6.8,6.578947368421052
81.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,3,1,0,0,0,0,1,944915.0,0.0,944915.0,7.128022,90.0,13.866666666666788,416.0,7.7,8.596491228070175
45.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-3974762.0,6000000.0,2025238.0,3.916221,95.0,18.783333333333303,44.0,6.0,1.9824561403508771
54.0,0.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,4.044429,91.0,50.700000000000045,28.0,5.8,2.3157894736842106
70.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0.0,0.0,0.0,0.588543,93.0,21.033333333333303,9.0,5.9,6.859649122807017
47.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,67400065.0,75000000.0,142400065.0,8.940007,129.0,14.866666666666788,909.0,5.9,2.8771929824561404
42.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,43729176.0,80000000.0,123729176.0,8.918134,96.0,18.450000000000045,644.0,5.8,3.3859649122807016
46.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0.0,0.0,0.0,7.250842,111.0,20.866666666666788,13.0,6.5,1.5964912280701755
71.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3587303.0,0.0,3587303.0,5.289632,95.0,32.7833333333333,76.0,7.0,7.807017543859649
24.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0.0,0.0,0.0,3.005651,94.0,31.533333333333303,37.0,5.0,1.4385964912280702
